id,author,name,serial_number
8969,Jon J. Muth,Stone Soup,043933909X
8970,Lois McMaster Bujold,Falling Free,
8971,Gayle Forman,,147515025
8972,Jeffery Deaver,The Cold Moon,743296788
8973,Salman Rushdie,The Moor's Last Sigh,009959241X
8974,Gayle Tzemach Lemmon,"The Dressmaker of Khair Khana: Five Sisters, One Remarkable Family, and the Woman Who Risked Everything to Keep Them Safe",61732370
8975,David Foster Wallace,Girl with Curious Hair,393313964
8976,Stephen King,The Shawshank Redemption,896214400
8977,A.J. Jacobs,,141659907X
8978,Bill Watterson,The Revenge of the Baby-Sat: A Calvin and Hobbes Collection,1417642122
8979,Arthur Conan Doyle,The Case-Book of Sherlock Holmes,1904633684
8980,Tonya Hurley,Ghostgirl,316113573
8981,"Mary Higgins Clark, Alafair Burke",I've Got You Under My Skin,147674906X
8982,"Bill Willingham, Mark Buckingham, Steve Leialoha, Aaron Alexovich, Andrew Pepoy","Fables, Volume 10: The Good Prince",1401216862
8983,Barbara Delinsky,The Secret Between Us,385518684
8984,"Larry Bond, Patrick Larkin",Red Phoenix,446359688
8985,Linwood Barclay,Never Look Away,055380717X
8986,Dean Koontz,Your Heart Belongs to Me,553807137
8987,"Leigh Nichols, Dean Koontz",Shadow Fires,425136981
8988,Naomi Novik,"Victory of Eagles (Temeraire, #5)",7256752
8989,Malorie Blackman,"Knife Edge (Noughts and Crosses, #2)",552548928
8990,"James Rollins, Rebecca Cantrell",The Blood Gospel: The Order of the Sanguines Series,006199104X
8991,Tijan,,
8992,Josh Kilmer-Purcell,I Am Not Myself These Days,60817321
8993,Lauren Barnholdt,,144241314X
8994,Kathy Reichs,Bones Are Forever,1439102430
8995,Robin McKinley,Deerskin,441012396
8996,Michael Herr,Dispatches,679735259
8997,"Henning Mankell, Laurie Thompson",Handen,307593495
8998,Lorenzo Carcaterra,Sleepers,2266071289
8999,"Walter Benjamin, Michael W. Jennings, Brigid Doherty, Edmund F.N. Jephcott, Rodney Livingstone, Howard Eiland, Thomas Y. Levin",Das Kunstwerk im Zeitalter seiner technischen Reproduzierbarkeit,674024451
9000,Mary Higgins Clark,Pretend You Don't See Her,743484339
9001,"Sarah Palin, Lynn Vincent, Dewey Whetsell",Going Rogue: An American Life,61939897
9002,"Anne Byrn, Anthony Loew",The Cake Mix Doctor,761117199
9003,Rick Yancey,The Monstrumologist,1416984488
9004,Robert A. Caro,The Path to Power,679729453
9005,Patricia Cornwell,Depraved Heart,006232540X
9006,Forrest Carter,The Education of Little Tree,826328091
9007,Gena Showalter,Intertwined,373210027
9008,Richard Brautigan,In Watermelon Sugar,99437597
9009,"Ali Novak, Fallzswimmer",My Life with the Walter Boys,
9010,John Marsden,Burning For Revenge,439858038
9011,Crissy Calhoun,Love You to Death: The Unofficial Companion to The Vampire Diaries,1550229788
9012,Liane Moriarty,,
9013,Myra McEntire,Hourglass,1606841440
9014,"Al Ries, Jack Trout",Positioning: The Battle for Your Mind,71373586
9015,Nalini Singh,,425237796
9016,Laurann Dohner,,141993595X
9017,David B.,,375714685
9018,Tracy Letts,August: Osage County,1559363304
9019,Tad Williams,Mountain of Black Glass,886779065
9020,Susan Elia MacNeal,,553593617
9021,"Gregory Maguire, Douglas Smith",Lost,60988649
9022,Christopher Priest,The Prestige,312858868
9023,Donald McCaig,Rhett Butler's People,023070395X
9024,Tony Kushner,Angels in America:  A Gay Fantasia on National Themes,1559362316
9025,Michael Ondaatje,Anil's Ghost,375724370
9026,Dean Koontz,Winter Moon,553582933
9027,Kristen Ashley,The Will,
9028,"Chris Colfer, Brandon Dorman",A Grimm Warning,316406813
9029,Scott  Meyer,,1477823484
9030,Melody Anne,The Billionaire Wins the Game,
9031,Maya Banks,Never Love a Highlander,345519515
9032,"Andrew Hunt, Dave Thomas",The Pragmatic Programmer: From Journeyman to Master,020161622X
9033,Dee Lestari,Supernova: Petir,9799822939
9034,James S.A. Corey,Babylon's Ashes,356504263
9035,Katee Robert,"Wrong Bed, Right Guy",
9036,"T.C. Boyle, Richard Poe",Drop City,142003808
9037,"Brian K. Vaughan, Pia Guerra, José Marzán Jr., Pamela Rambo, Clem Robins, J.G. Jones",Y: The Last Man - The Deluxe Edition Book One,1401219217
9038,Diablo Cody,Candy Girl,1592402739
9039,أنيس منصور,حول العالم في 200 يوم,
9040,"James Patterson, Michael Ledwidge",Alert,316407038
9041,Madeline Sheehan,,
9042,Peter Heller,The Painter,385352093
9043,Steven Spielberg,Close Encounters of the Third Kind,440114330
9044,"Anne Rice, Robert O'Keefe, F. Murray Abraham, Michael York, Kate Nelligan, David Purdham",The Vampire Chronicles,679410503
9045,"Stan Berenstain, Jan Berenstain",,394873335
9046,Olivia Cunning,Hot Ticket,1402245858
9047,Iris Johansen,The Search,553589482
9048,J.K. Rowling,,043932162X
9049,Audre Lorde,Zami: A New Spelling of My Name,895941228
9050,"Cassandra Clare, Hye-Kyung Baek",,316200980
9051,Tere Liye,Hafalan Shalat Delisa,9793210605
9052,Darynda Jones,Sixth Grave on the Edge,1250045630
9053,John Flanagan,"The Royal Ranger (Ranger's Apprentice, #12)",399163603
9054,Amy Waldman,The Submission,374271569
9055,"Alan Lee, Ian McKellen",The Lord of the Rings Sketchbook,618640142
9056,Jenna Black,Glimmerglass,312575939
9057,"James Patterson, Howard Roughan",Don't Blink,1846054729
9058,"Stephen Jones, H.P. Lovecraft, Kim Newman, Brian Mooney, Nicholas Royle, David Langford, Michael Marshall Smith, Brian Lumley, Neil Gaiman, Basil Copper, Jack Yeovil, Guy N. Smith, Adrian Cole, D.F. Lewis, Ramsey Campbell, David Sutton, Peter Tremayne",The Shadows Over Innsmouth,345444078
9059,James Lee Burke,The Tin Roof Blowdown,1416548483
9060,Nick Cave,The Death of Bunny Munro,1847673767
9061,"Jeff Brown, Scott Nash, Macky Pamintuan",Flat Stanley,60097914
9062,Julie Kagawa,"Winter's Passage (Iron Fey, #1.5)",1426858329
9063,Donald Crews,Freight Train (Caldecott Collection),688149006
9064,Kate Clifford Larson,Rosemary: The Hidden Kennedy Daughter,547250258
9065,Jennifer Haigh,Faith,60755806
9066,Lynsay Sands,Bite Me If You Can,60774126
9067,Kristen Ashley,,
9068,Mary Higgins Clark,Moonlight Becomes You,743484304
9069,Ann M. Martin,A Corner of the Universe,439771242
9070,Alice Hoffman,The Ice Queen,316154385
9071,Enid Blyton,The Folk of Faraway Tree,749732105
9072,Garth Risk Hallberg,City on Fire,385353774
9073,Kathleen E. Woodiwiss,The Flame and the Flower,380005255
9074,Raymond E. Feist,Exile's Return,380803275
9075,Jessica Day George,Princess of Glass,1599904780
9076,The Church of Jesus Christ of Latter-day Saints,Preach My Gospel (A Guide to Missionary Service),402366174
9077,Jasper Fforde,The Last Dragonslayer,547738471
9078,Edward Said,Orientalism,039474067X
9079,Gerald N. Lund,"The Work and the Glory, Vol. 2: Like a Fire Burning",1573458716
9080,Eric Jerome Dickey,Friends and Lovers,451201027
9081,Georgia Byng,Molly Moon's Incredible Book of Hypnotism,60514094
9082,Matthew Reilly,Contest,312286252
9083,Nick Hornby,31 Songs,1573223565
9084,Tom Brokaw,The Greatest Generation,812975294
9085,Philip K. Dick,The Minority Report,375421874
9086,Lynn Flewelling,Luck in the Shadows,553575422
9087,Jacqueline Davies,The Lemonade War,618750436
9088,"Mary Pope Osborne, Salvatore Murdocca","The Knight at Dawn (Magic Tree House, #2)",067982412X
9089,H.M. Ward,,
9090,Ilana Tan,Winter in Tokyo,
9091,John Searles,,60779632
9092,"Tsugumi Ohba, Takeshi Obata",デスノート #6 (Desu Nōto) Kōkan (交換),1421506270
9093,"Rick Riordan, Robert Venditti, José Villarrubia, Attila Futaki",The Lightning Thief: The Graphic Novel,1423116968
9094,"Clint Hill, Lisa McCubbin",,1451648448
9095,W.P. Kinsella,Shoeless Joe,078572902X
9096,Charles Martin,When Crickets Cry,1595540547
9097,Naomi Klein,This Changes Everything: Capitalism vs. The Climate,1451697384
9098,Richard Kadrey,Aloha from Hell,61714321
9099,Aurora Rose Reynolds,,
9100,Peter Jenkins,A Walk Across America,006095955X
9101,Olivia Cunning,Try Me,
9102,Michael Patrick MacDonald,All Souls: A Family Story from Southie,034544177X
9103,Terry Brooks,Wizard at Large ,1857231031
9104,"William March, Elaine Showalter",The Bad Seed ,60795484
9105,Kim Karr,Connected,
9106,L.A. Weatherly,Angel Fire,1409522016
9107,Ira Wagler,Growing up Amish,1414339364
9108,Toni Aleo,,
9109,J.  Daniels,Sweet Addiction,
9110,Steve Sheinkin,Bomb: The Race to Build—and Steal—the World's Most Dangerous Weapon,1596434872
9111,Suketu Mehta,Maximum City: Bombay Lost and Found,375703403
9112,Bob Grant,,736423087
9113,Carolly Erickson,The Last Wife of Henry VIII,312352182
9114,Edgar Allan Poe,The Complete Tales and Poems of Edgar Allan Poe,040405109X
9115,"Douglas Preston, Lincoln Child",Gideon's Sword,044656432X
9116,Agatha Christie,A Caribbean Mystery,451199928
9117,Danielle Steel,,440243394
9118,"Brian Kilmeade, Don Yaeger",,159523103X
9119,Sharon Kay Penman,When Christ and His Saints Slept,345396685
9120,"Eugene Bradley Coco, Ron Dias",Pinocchio (A Little Golden Book),307021858
9121,Peter F. Hamilton,Great North Road,034552666X
9122,Christine Zolendz,,
9123,"Anton Chekhov, Richard Pevear, Larissa Volokhonsky",,140003292X
9124,"Stan Berenstain, Jan Berenstain",,394837363
9125,H.A. Rey,Curious George Takes a Job,1844285081
9126,"Jeph Loeb, Tim Sale, Bjarne Hansen",Superman for All Seasons,1563895285
9127,"Federico García Lorca, Antonio Sobejano-Moran, Paola Bianco",La casa de Bernarda Alba,1585101435
9128,Sherrilyn Kenyon,Retribution,312546602
9129,Irvine Welsh,Glue,99436922
9130,A.G. Howard,Unhinged,1613125348
9131,Cecelia Ahern,How to Fall in Love,000735049X
9132,Judith McNaught,Until You,552143545
9133,R.A. Salvatore,,786939508
9134,"Lettie B. Cowman, James Reimann",Streams in the Desert,310210062
9135,Jennifer Estep,,1439148015
9136,"Cassandra Clare, Joshua Lewis",The Shadowhunter's Codex,
9137,Chris Heimerdinger,"Tennis Shoes Among the Nephites (Tennis Shoes, #1)",1577344677
9138,Laurie Faria Stolarz,Blue Is for Nightmares,738703915
9139,Stephen King,Three Complete Novels: Carrie/Salem's Lot/The Shining,517219026
9140,Kelley Armstrong,Personal Demon,553806610
9141,Brandon Sanderson,"The Way of Kings, Part 1",575097361
9142,Richard Paul Evans,The Christmas List,1439150001
9143,"Jenna Jameson, Neil Strauss",How to Make Love Like a Porn Star: A Cautionary Tale,60539097
9144,Brad Meltzer,The Tenth Justice,446606243
9145,Anita Shreve,,316098868
9146,Derek Landy,Dark Days,7325940
9147,Stephen King,"The Green Mile, Part 3: Coffey's Hands",451190548
9148,Jacquelyn Frank,Jacob,821780654
9149,Katie MacAlister,,451411528
9150,Rachel Joyce,Perfect,857520660
9151,Norman Bridwell,Clifford's Halloween (Clifford),590442872
9152,"Philip Pullman, John Lawrence",Lyra's Oxford,375828192
9153,Rachel Vincent,"If I Die (Soul Screamers, #5)",373210329
9154,"James Patterson, Mark T. Sullivan",Private Berlin,316211176
9155,Lisa Gardner,The Other Daughter,553576798
9156,"Mary Hoffman, Caroline Binch",Amazing Grace,803710402
9157,"David Eddings, Leigh Eddings",The Redemption of Althalus,345440781
9158,Emma Donoghue,Slammerkin,156007479
9159,Rachel Gibson,Simply Irresistible,380790076
9160,Julie James,About That Night,425246957
9161,Bisco Hatori,桜蘭高校ホスト部 3,1421500620
9162,Nancy Tillman,On the Night You Were Born,312346069
9163,Rachel Bertsche,,345524942
9164,"Brandon Sanderson, Jon Foster",Legion: Skin Deep,
9165,Jennifer L. Armentrout,Wicked,
9166,Meg Cabot,Insatiable,006173506X
9167,J.  Daniels,Where I Belong,
9168,Debbie Macomber,Back on Blossom Street,778324516
9169,"François Lelord, Lorenza García",Le Voyage d’Hector ou la recherche du bonheur,1615731075
9170,Joshilyn Jackson,"Between, Georgia",446699454
9171,Jennifer Crusie,Faking It ,312932782
9172,"Haruki Murakami, Alfred Birnbaum, Philip Gabriel",アンダーグラウンド [Andāguraundo],99461099
9173,Indu Sundaresan,The Twentieth Wife,743428188
9174,Erica Stevens,,
9175,Piers Anthony,"Split Infinity (Apprentice Adept, #1)",345354915
9176,Rob Bell,Sex God: Exploring the Endless Connections Between Sexuality And Spirituality,310263468
9177,Isabel Wolff,A Vintage Affair,7245823
9178,Hanif Kureishi,The Buddha of Suburbia,014013168X
9179,Sarah Crossan,Breathe,62118692
9180,"Brian Coffey, Dean Koontz",The Voice of the Night ,425128164
9181,Alex Rosenberg,The Girl from Krakow,
9182,Michael J. Sandel,Justice: What's the Right Thing to Do?,374180652
9183,Mitchell Zuckoff,13 Hours: The Inside Account of What Really Happened In Benghazi,1455530093
9184,Richelle Mead,Succubus Shadows ,758232004
9185,Leila Meacham,Roses,446550000
9186,Jennifer Crusie,Crazy For You,312932812
9187,Maya Angelou,Letter to My Daughter,1400066124
9188,Lionel Shriver,The Post-Birthday World ,61187844
9189,Mordicai Gerstein,The Man Who Walked Between the Towers,439700418
9190,Cassandra Clare,,1442472057
9191,"José Saramago, Margaret Jull Costa",O Homem Duplicado,151010404
9192,Richelle Mead,Thorn Queen,553819879
9193,Jacqueline Sheehan,Lost & Found,61128643
9194,Beatrix Potter,The Tale of Mrs. Tiggy-Winkle,723247757
9195,Piers Anthony,For Love of Evil,380752859
9196,Sarah Jio,Blackberry Winter,452298385
9197,Raymond Chandler,Trouble Is My Business,394757645
9198,Madeleine L'Engle,"An Acceptable Time (Time Quintet, #5)",440208149
9199,Steve Berry,The Third Secret,345476131
9200,Jenny Nimmo,"Charlie Bone and the Shadow (The Children of the Red King, # 7)",439846692
9201,Lynsay Sands,Love Bites,505525534
9202,Hillary Rodham Clinton,Hard Choices,1476751447
9203,"Bob Gale, Devin Grayson, Alex Maleev, Dale Eaglesham","Batman: No Man's Land, Vol. 1",1563895641
9204,"Jeffrey D. Sachs, Bono",,143036580
9205,Esi Edugyan,Half Blood Blues,1846687756
9206,Katrina Kittle,The Kindness of Strangers,60564784
9207,Robin Benway,Emmy & Oliver,
9208,Scott McCloud,The Sculptor,1596435739
9209,Victoria Jamieson,Roller Girl,803740166
9210,P.D. Eastman,The Best Nest,394800516
9211,J.L. Bourne,Day By Day Armageddon: Beyond Exile ,143917752X
9212,Randall Wallace,Braveheart,671522817
9213,"Bill Willingham, Mark Buckingham, Steve Leialoha, Jim Fern, Jimmy Palmiotti, Andrew Pepoy","Fables, Volume 7: Arabian Nights (and Days)",1401210007
9214,André Aciman,Call Me by Your Name,374299218
9215,Anne Michaels,Fugitive Pieces,679776591
9216,Terry Brooks,Armageddon's Children,345484088
9217,Richard   Preston,The Cobra Event,679457143
9218,Brodi Ashton,Everbound,62071165
9219,Richard Stearns,The Hole in Our Gospel: What does God expect of Us?  The Answer that Changed my Life and Might Just Change the World,785229183
9220,Gary Ezzo,On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep,1932740082
9221,نور عبدالمجيد,,
9222,Steve Coll,"Ghost Wars: The Secret History of the CIA, Afghanistan, and Bin Laden, from the Soviet Invasion to September 10, 2001",143034669
9223,Anonymous,La vida del Lazarillo de Tormes y sus fortunas y adversidades ,8489163413
9224,E.C. Diskin,,
9225,John Wyndham,The Midwich Cuckoos,345299116
9226,Phyllis T. Smith,,
9227,Sandra Brown,Smoke Screen,1416563067
9228,"Jeff Smith, Thomas E. Sniegoski, Steve Hamaker",,054514096X
9229,"Jennifer L. Holm, Tad Carpenter",The Fourteenth Goldfish,375870644
9230,"Kathryn Jackson, Gustav Tenggren",Tawny Scrawny Lion (Little Golden Book),307021688
9231,Don Richardson,Peace Child,830737847
9232,Don DeLillo,Libra ,140156046
9233,John le Carré,The Honourable Schoolboy,743457919
9234,Robin Hobb,Renegade's Magic,006147312X
9235,Hugh Howey,,
9236,James Redfield,The Tenth Insight ,446674575
9237,Jed Rubenfeld,The Interpretation of Murder,755331427
9238,"Mark Waid, Alfred Gough, Miles Millar, Dave McCaig, Gerry Alanguilan, Leinil Francis Yu",Superman: Birthright 1-12,1401202527
9239,"Margret Rey, H.A. Rey, Martha Weston",Curious George Visits the Library,618065687
9240,Julian Barnes,Arthur & George,1400097037
9241,Gerald N. Lund,"The Work and the Glory, Vol. 3: Truth Will Prevail",1590384989
9242,Karina Halle,Sins & Needles,1479359084
9243,"E.H. Gombrich, Caroline Mustill, Clifford Harper",Eine kurze Weltgeschichte für junge Leser: Von der Urzeit bis zur Gegenwart,300108834
9244,H.P. Mallory,Fire Burn and Cauldron Bubble,
9245,"Natsuki Takaya, Alethea Nibley, Athena Nibley",フルーツバスケット 4,1591826063
9246,Geneen Roth,,1416543074
9247,"Naguib Mahfouz, William M. Hutchins, Olive E. Kenny",بين القصرين,385264666
9248,Andrew  Peterson,First to Kill ,
9249,Frank Bettger,How I Raised Myself from Failure to Success in Selling,067179437X
9250,Billy Crystal,,805098232
9251,Jackie Collins,Lucky,743482867
9252,"Stephen Schwartz, Gregory Maguire",Wicked - Piano/Vocal Arrangement,063407881X
9253,Erma Bombeck,If Life Is a Bowl of Cherries—What Am I Doing in the Pits?,449208397
9254,Bernard Cornwell,Vagabond,60935782
9255,Frances Hodgson Burnett,Little Lord Fauntleroy,1934169234
9256,Cheryl McIntyre,Sometimes Never,1481268503
9257,George R.R. Martin,The Mystery Knight,
9258,Olivia Cunning,Double Time,1402271514
9259,Holly Black,,144240339X
9260,Rhonda Byrne,The Magic (The Secret #3),1451673442
9261,Mariana Zapata,,
9262,"Bill Hybels, Lavonne Neff",Too Busy Not to Pray: Slowing Down to Be With God,830819711
9263,Philip Roth,Indignation,054705484X
9264,Teju Cole,Open City,1400068096
9265,Dave Pelzer,"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""",752853716
9266,Melissa de la Cruz,Witches of East End,
9267,Anita Shreve,All He Ever Wanted,316010367
9268,Clive Barker,Imajica,61094145
9269,Vi Keeland,Worth the Fight,
9270,Robin McKinley,Rose Daughter,441005837
9271,Janice  Thompson,"Fools Rush In (Weddings by Bella, #1)",800733428
9272,Sharon Creech,Ruby Holler,60560150
9273,Jen Lancaster,,045122986X
9274,Bernard Cornwell,The Pagan Lord,7331908
9275,"Zig Ziglar, Al Mayton",See You at the Top: 25th Anniversary Edition,1565547063
